CompanyName,MarketCap,EmployeesTotalAmount
ENGIE,36.44,"171,000"
BUDWEISER BREWING COMPANY APAC,36.33,"28,546"
KAKAO,36.17,"2,837"
INTERNATIONAL FLAVORS & FRAGRANCES,36.14,"3,400"
TRANSDIGM GROUP,36.14,"13,300"
OTIS WORLDWIDE CORPORATION,36.13,"70,000"
ALLSTATE CORPORATION,36.11,"54,700"
ITC,36.02,"36,500"
CONSTELLATION SOFTWARE,35.94,"20,500"
PHILLIPS 66,35.92,"14,000"
HENKEL AG,35.83,"52,600"
LARSEN & TOUBRO,35.83,"45,268"
JAPAN TOBACCO,35.81,"58,300"
UNICREDIT,35.78,"90,836"
AMERIPRISE FINANCIAL,35.73,"12,000"
NOKIA CORPORATION,35.65,"87,927"
VEEVA SYSTEMS,35.59,"4,506"
MATCH GROUP,35.46,"2,540"
METTLER-TOLEDO INTERNATIONAL,35.45,"17,800"
KROGER,35.38,"465,000"
CORTEVA,35.29,"21,000"
SANDVIK AB,35.19,"37,125"
UNITY SOFTWARE INC.,35.18,"5,245"
TELSTRA CORPORATION,35.12,"27,015"
SAMSUNG SDI,35.11,"11,107"
CBRE GROUP,35.07,"105,000"
AHOLD DELHAIZE,35.06,"232,000"
UNITED OVERSEAS BANK,35.00,"24,346"
SUN HUNG KAI PROPERTIES,34.96,"39,500"
E.ON SE,34.94,"78,126"
FASTENAL COMPANY,34.87,"20,507"
AVALONBAY COMMUNITIES,34.78,"3,090"
BANCO BRADESCO,34.59,"89,575"
RESMED,34.57,"7,970"
COLOPLAST A/S,34.56,"12,568"
GRUPO MEXICO,34.47,"30,263"
TECHTRONIC INDUSTRIES COMPANY,34.45,"51,426"
CLOUDFLARE,34.43,"2,440"
KEYSIGHT TECHNOLOGIES,34.41,"14,300"
ANHUI CONCH CEMENT COMPANY,34.36,"47,486"
ARTHUR J. GALLAGHER,34.28,"39,000"
CELLNEX TELECOM,34.19,"2,877"
BIOGEN,34.17,"9,610"
MIZUHO FINANCIAL GROUP,34.09,"69,801"
WILLIAMS COMPANIES,34.03,"4,783"
WASTE CONNECTIONS,33.93,"18,933"
D.R. HORTON,33.92,"11,788"
PUBLIC SERVICE ENTERPRISE GROUP,33.88,"12,684"
MTR CORPORATION,33.75,"34,209"
SYDNEY AIRPORT,33.72,596
EQUITY RESIDENTIAL,33.62,"2,400"
FORMOSA PETROCHEMICAL CORPORATION,33.55,"13,977"
CUMMINS,33.52,"59,900"
ALEXANDRIA REAL ESTATE EQUITIES,33.41,559
FIFTH THIRD BANCORP,33.31,"19,112"
VERISK ANALYTICS,33.30,"9,367"
ASSA ABLOY AB (PUBL),33.27,"48,000"
PHILIPS,33.23,"81,592"
ASSICURAZIONI GENERALI,33.23,"72,644"
PALANTIR TECHNOLOGIES,33.20,"2,733"
VALERO ENERGY CORPORATION,33.12,"9,964"
DEVON ENERGY CORPORATION,33.10,"1,600"
CHINA RESOURCES LAND,33.09,"38,087"
TYSON FOODS,33.04,"137,000"
SANY HEAVY INDUSTRY CO. LTD,33.02,"24,586"
AMETEK,32.94,"18,500"
PTT PUBLIC COMPANY,32.88,"10,875"
SUN LIFE FINANCIAL,32.87,"24,589"
AIER EYE HOSPITAL GROUP,32.81,"36,000"
CARVANA,32.80,"10,400"
GOODMAN GROUP,32.74,"1,000"
NUCOR CORPORATION,32.71,"28,800"
NASPERS,32.70,"28,445"
EQUIFAX,32.63,"12,700"
CHUNGHWA TELECOM,32.56,"32,218"
WOOLWORTHS GROUP,32.51,"215,000"
LYONDELLBASELL INDUSTRIES,32.48,"19,200"
PACCAR,32.43,"28,500"
CORNING,32.40,"61,200"
COPART,32.36,"8,600"
NASDAQ,32.36,"5,814"
FUBON FINANCIAL HOLDING,32.29,"45,174"
BARRICK GOLD CORPORATION,32.21,"21,869"
INTERACTIVE BROKERS GROUP,32.19,"2,571"
HOLCIM LTD,32.10,"67,409"
INSTAGRAM,NAN,450
H & M HENNES & MAURITZ AB,32.08,"153,000"
FUJITSU,32.03,"129,071"
MARUTI SUZUKI INDIA,31.99,"15,945"
AMADEUS IT GROUP,31.94,"19,000"
NARI TECHNOLOGY,31.94,"8,211"
TELUS CORPORATION,31.93,"90,800"
GLOBALFOUNDRIES INC.,31.92,"15,000"
BROWN-FORMAN CORPORATION,31.80,"4,700"
CHINA CITIC BANK CORPORATION,31.76,"59,258"
MPLX LP,31.74,"5,836"
ARCELORMITTAL,31.73,"167,743"
TWITTER,31.72,"7,500"
DOLLAR TREE,31.71,"199,327"
YUNNAN ENERGY NEW MATERIAL,31.59,NAN
ANSYS,31.59,"5,100"
EPAM SYSTEMS,31.58,"58,824"
AMERICAN WATER WORKS COMPANY,31.50,"6,400"
STRAUMANN HOLDING AG,31.43,"7,340"
PORSCHE AUTOMOBIL HOLDING SE,31.39,916
ANGLO AMERICAN PLATINUM,31.37,"69,000"
EVE ENERGY CO. LTD,31.35,NAN
SOCIETE GENERALE,31.34,"152,050"
SUNNY OPTICAL TECHNOLOGY (GROUP) COMPANY,31.27,"24,374"
JAPAN POST HOLDINGS,31.25,"245,472"
LENNAR CORPORATION,31.19,"10,753"
LONGFOR GROUP HOLDINGS,31.19,"26,316"
CHINA OVERSEAS LAND AND INVESTMENT,31.15,"6,200"
NATURGY ENERGY GROUP,31.14,"10,540"
MICHELIN,31.13,"117,500"
LEGRAND SA,31.08,"36,726"
CHOCOLADEFABRIKEN LINDT & SPRUNGLI AG,31.02,"13,500"
OCCIDENTAL PETROLEUM CORPORATION,31.02,"11,678"
BRIDGESTONE CORPORATION,30.97,"138,036"
CITIC,30.95,"135,304"
STANLEY BLACK & DECKER,30.86,"71,300"
EVERSOURCE ENERGY,30.83,"9,227"
LI AUTO INC,30.81,"4,181"
BOE TECHNOLOGY GROUP COMPANY,30.70,"65,017"
WEC ENERGY GROUP,30.66,"6,938"
TITAN COMPANY,30.62,"7,235"
OKTA,30.59,"5,030"
SKANDINAVISKA ENSKILDA BANKEN AB (PUBL.),30.55,"15,500"
DEUTSCHE BORSE,30.35,"7,238"
CONSOLIDATED EDISON,30.31,"14,071"
POLY DEVELOPMENTS AND HOLDINGS GROUP,30.29,"56,811"
WEYERHAEUSER COMPANY,30.22,"9,372"
FUJIFILM HOLDINGS CORPORATION,30.15,"73,275"
TESCO,30.12,"367,321"
APPLOVIN CORP,30.11,"1,594"
SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION,29.96,NAN
AXIS BANK,29.96,"78,300"
M3 Inc,29.93,"7,127"
SUNGROW POWER SUPPLY,29.86,NAN
ADANI GREEN ENERGY,29.83,"1,340"
NIBE INDUSTRIER AB (PUBL),29.79,"18,700"
ASTELLAS PHARMA,29.74,"15,883"
TONGWEI,29.70,"23,635"
KASPI BANK JOINT STOCK COMPANY,29.70,NAN
SWISS RE,29.68,"13,189"
CATHAY FINANCIAL HOLDING,29.56,"57,848"
DEUTSCHE BANK,29.52,"84,512"
RONGSHENG PETROCHEMICAL,29.42,"13,962"
ENERGY TRANSFER LP,29.40,"12,558"
PICC GROUP (PEOPLE'S INSURANCE COMPANY (GROUP) OF CHINA),29.37,"198,951"
BALL CORPORATION,29.32,"24,300"
TERUMO CORPORATION,29.18,"26,438"
ULTRATECH CEMENT,29.17,"22,000"
KIA MOTORS CORPORATION,29.02,"52,488"
EPIROC AB (PUBL),29.02,"13,840"
HONG KONG AND CHINA GAS COMPANY,28.99,"2,096"
LAS VEGAS SANDS CORP,28.96,"44,700"
TRANSURBAN GROUP,28.95,"9,000"
WEST PHARMACEUTICAL SERVICES,28.93,"10,065"
SWISSCOM AG,28.91,"19,062"
WILLIS TOWERS WATSON PUBLIC COMPANY,28.85,"46,600"
GEBERIT AG,28.74,"11,908"
PT TELEKOMUNIKASI INDONESIA TBK,28.72,"24,272"
MONGODB,28.68,"2,539"
CHONGQING ZHIFEI BIOLOGICAL PRODUCTS,28.64,"2,972"
WOLTERS KLUWER,28.49,"19,169"
FOMENTO ECONOMICO MEXICANOB. DE C.V. (FEMSA),28.48,"320,618"
V.F. CORPORATION,28.47,"40,000"
COSTAR GROUP,28.39,"4,742"
ZEBRA TECHNOLOGIES CORPORATION,28.37,"9,800"
GREAT-WEST LIFECO,28.25,"24,500"
ORANGE S.A,28.20,"142,150"
ROCKET COMPANIES,28.14,"26,000"
OLYMPUS CORPORATION,28.09,"31,653"
VESTAS WIND SYSTEMS A/S,28.08,"29,378"
SCHINDLER HOLDING AG,28.05,"66,674"
EVOLUTION GAMING GROUP AB (PUBL),27.96,"5,054"
SINGAPORE TELECOMMUNICATIONS (SINGTEL),27.94,"22,892"
MERCADONA,NAN,"93,300"
EXTRA SPACE STORAGE,27.91,"4,013"
SAMPO OYJ,27.89,"9,813"
NTT DATA CORPORATION,27.86,"139,677"
ONEOK,27.85,"2,847"
ON SEMICONDUCTOR CORPORATION,27.82,"33,300"
MITSUBISHI ELECTRIC CORPORATION,27.73,"146,518"
AMERISOURCEBERGEN CORPORATION,27.71,"42,000"
SLACK TECHNOLOGIES,27.70,"2,545"
CENOVUS ENERGY,27.66,"2,413"
GOERTEK,27.62,"87,346"
ALBEMARLE CORPORATION,27.61,"6,000"
VULCAN MATERIALS COMPANY,27.59,"11,912"
CHENIERE ENERGY,27.52,"1,550"
ECOPETROL,27.47,"15,000"
PACIFIC GAS & ELECTRIC CORPORATION,27.47,"26,000"
SHENZHEN INOVANCE TECHNOLOGY,27.41,"11,216"
GANFENG LITHIUM,27.34,"5,500"
LABORATORY CORPORATION OF AMERICA HOLDINGS,27.30,"75,000"
KERRY GROUP,27.28,"26,000"
PEUGEOT,24.16,"209,000"
UNITED MICROELECTRONICS CORPORATION,27.28,"19,285"
EXPEDIA GROUP,27.26,"14,800"
SHENZHOU INTERNATIONAL GROUP HOLDINGS,27.21,"85,700"
QINGHAI SALT LAKE INDUSTRY,27.20,NAN
KANSAS CITY SOUTHERN,27.20,"7,082"
KUBOTA CORPORATION,27.15,"43,293"
LOBLAW COMPANIES,27.07,"200,000"
CHINA EVERBRIGHT BANK COMPANY,27.05,"46,316"
HORMEL FOODS CORPORATION,27.05,"20,000"
WEBANK,NAN,NAN
FRESENIUS SE,27.03,"311,269"
CERNER CORPORATION,26.98,"26,400"
FLUTTER ENTERTAINMENT,26.93,"14,802"
SAUDI ELECTRICITY COMPANY,26.93,"37,769"
CDW CORPORATION,26.93,"9,900"
NORTHERN TRUST CORPORATION,26.93,"25,000"
EVERGREEN MARINE CORPORATION (TAIWAN),26.91,NAN
DOCUSIGN,26.90,"5,630"
HEINEKEN HOLDING,26.89,"84,000"
CHINA INTERNATIONAL CAPITAL CORPORATION,26.88,"9,372"
SOUTHWEST AIRLINES,26.84,"55,100"
HESS CORPORATION,26.83,"1,545"
LIBERTY BROADBAND CORPORATION,26.77,"1,900"
ZIMMER BIOMET HOLDINGS,26.77,"20,000"
MARTIN MARIETTA MATERIALS,26.77,"8,700"
IMPERIAL OIL,26.73,"5,800"
INDUSTRIES QATAR,26.69,"5,700"
NATIONAL BANK OF CANADA,26.66,"26,920"
SUN PHARMACEUTICAL INDUSTRIES,26.64,"36,000"
DELTA ELECTRONICS,26.61,"80,000"
FLIPKART,NAN,"30,000"
BAOSHAN IRON & STEEL,26.59,"52,323"
HENGLI PETROCHEMICAL,26.58,"26,506"
PANASONIC CORPORATION,26.57,"259,385"
DELTA AIR LINES,26.57,"83,000"
RWE,26.49,"19,498"
ONGC,26.47,"30,105"
ALLEGRO,23.31,"2,100"
COCA-COLA EUROPACIFIC PARTNERS PLC,26.44,"33,200"
VERISIGN,26.40,902
SYNCHRONY FINANCIAL,26.38,"18,000"
DOVER CORPORATION,26.34,"23,000"
JD DIGITS,NAN,NAN
ADANI TOTAL GAS LIMITED,26.34,NAN
RYANAIR HOLDINGS,26.29,"15,016"
SAUDI ARABIAN MINING COMPANY (MA'ADEN),26.29,"8,000"
SEAGEN,26.28,"2,675"
FORTUM OYJ,26.20,"19,933"
TOYOTA INDUSTRIES CORPORATION,26.10,"66,478"
SMOORE INTERNATIONAL HOLDINGS,26.09,NAN
ADANI TRANSMISSIONS,26.06,"11,980"
W.W. GRAINGER,26.05,"22,700"
TELEPERFORMANCE SE,26.04,"383,233"
CK HUTCHISON HOLDINGS,26.03,"172,907"
LIVE NATION ENTERTAINMENT,26.03,"10,500"
AIRPORTS OF THAILAND,25.99,"7,230"
TRACTOR SUPPLY COMPANY,25.99,"46,000"
EMS-CHEMIE HOLDING AG,25.92,"2,653"
APA GROUP,25.90,"1,800"
CHURCH & DWIGHT,25.90,"5,100"
VEOLIA ENVIRONNEMENT,25.90,"171,450"
FORTIVE CORPORATION,25.80,"18,000"
TERADYNE,25.80,"5,900"
NESTLE INDIA,25.74,"7,600"
MAGNA INTERNATIONAL,25.73,"154,000"
CRRC CORPORATION,25.71,"164,177"
MCCORMICK & COMPANY,25.68,"14,000"
CHINA MINSHENG BANKING,25.65,"59,262"
INVITATION HOMES,25.61,"1,240"
CARNIVAL CORPORATION,25.53,"30,000"
SKYWORKS SOLUTIONS,25.50,"11,300"
NIPPON PAINT HOLDINGS,25.48,"27,318"
LI NING COMPANY,25.46,"3,625"
CANON,25.38,"25,377"
ORIX CORPORATION,25.38,"33,153"
TELEFONICA SA,25.32,"114,042"
CLP HOLDINGS,25.31,"7,959"
GARMIN,25.19,"18,700"
CENTRAL JAPAN RAILWAY COMPANY,25.18,"29,603"
UNICHARM CORPORATION,25.16,"16,665"
LASERTEC CORPORATION,25.15,529
KINGSPAN GROUP,25.07,"15,500"
ADANI ENTERPRISES,25.06,"2,042"
GEELY AUTOMOBILE HOLDINGS,24.97,"38,000"
LEGAL & GENERAL GROUP,24.97,"13,876"
MID-AMERICA APARTMENT COMMUNITIES,24.92,"2,429"
HUNTINGTON BANCSHARES,24.91,"25,693"
CHINA RESOURCES BEER (HOLDINGS) COMPANY,24.87,"27,000"
NAN YA PLASTICS CORPORATION,24.83,"11,697"
SIRIUS XM HOLDINGS,24.80,"5,590"
KLABIN,24.77,"7,000"
SEAGATE TECHNOLOGY,24.70,"40,000"
EDISON INTERNATIONAL,24.69,"13,003"
ROGERS COMMUNICATIONS,24.67,"23,500"
BEST BUY,24.66,"102,000"
GARTNER,24.62,"16,600"
AENA S.M.E,24.61,"8,771"
SANAN OPTOELECTRONICS,24.57,NAN
HARTFORD FINANCIAL SERVICES GROUP,24.53,"18,500"
KEYCORP,24.53,"18,180"
KAO CORPORATION,24.51,"33,603"
CARLSBERG A/S,24.43,"40,010"
KE HOLDINGS INC.,24.42,"119,658"
SHIMANO,24.40,"12,244"
CREDIT SUISSE GROUP,24.38,"48,770"
MIRVAC GROUP,24.37,"1,414"
FRANCO-NEVADA CORPORATION,24.34,38
GF SECURITIES,24.32,"12,307"
FORMOSA PLASTICS CORPORATION,24.31,"2,900"
DELIVERY HERO SE,24.27,"22,000"
ROKU,24.24,"3,000"
SGS SA,24.21,"94,000"
INVESTMENT AB LATOUR (PUBL),24.17,NAN
INGERSOLL-RAND (IRELAND),24.17,"15,900"
CAPITAL GROUP,NAN,"7,500"
NAURA TECHNOLOGY GROUP,24.16,NAN
WINGTECH TECHNOLOGY,24.16,"22,467"
MALAYAN BANKING BERHAD,24.11,"45,000"
HubSpot,24.08,"5,895"
CAIXABANK,24.07,"36,597"
BAE SYSTEMS,24.02,"90,500"
REGIONS FINANCIAL CORPORATION,23.95,"19,406"
CHINA NORTHERN RARE EARTH (GROUP) HIGH-TECH,23.91,NAN
RENESAS ELECTRONICS CORPORATION,23.78,"20,962"
DAI-ICHI LIFE HOLDINGS,23.77,736
BT GROUP,23.73,"99,700"
GENMAB A/S,23.70,781
HANNOVER RUCK SE,23.68,"3,073"
SSE PLC,23.67,"12,489"
KOMATSU,23.64,"61,564"
FIRSTENERGY,23.61,"12,395"
UNITED RENTALS,23.60,"20,400"
NATIONAL BANK OF KUWAIT,23.56,"6,970"
SCOTTISH MORTGAGE INVESTMENT TRUST,23.53,NAN
STERIS,23.49,"13,000"
ETSY,23.47,"1,400"
AECC AVIATION POWER,23.47,NAN
ENDESA,23.40,"9,591"
ENBW ENERGIE BADEN-WURTTEMBERG AG,23.39,"23,293"
CHINA MENGNIU DAIRY COMPANY,23.39,"43,397"
HALLIBURTON COMPANY,23.29,"40,000"
BEIGENE,23.27,"5,300"
JD HEALTH INTERNATIONAL INC,23.23,"10,000"
DTE ENERGY COMPANY,23.19,"10,300"
KUWAIT FINANCE HOUSE,23.13,"15,000"
CITIZENS FINANCIAL GROUP,23.11,"17,463"
BEIERSDORF,23.06,"20,465"
VIACOM CBS,23.06,"22,965"
EMIRATES NBD,23.04,"14,000"
SONOVA HOLDING AG,23.02,"14,508"
WEICHAI POWER,23.01,"45,361"
CK ASSET HOLDINGS,23.01,"58,000"
SYSMEX CORPORATION,23.01,"8,200"
PT BANK MANDIRI (PERSERO) TBK,23.01,"38,247"
ZTE CORPORATION,22.98,"72,584"
INTACT FINANCIAL CORPORATION,22.97,"16,000"
ZTO EXPRESS (CAYMAN),22.97,NAN
DUKE REALTY CORPORATION,22.93,340
PERKINELMER,22.92,"15,000"
GUOTAI JUNAN SECURITIES,22.91,"15,198"
SM INVESTMENTS CORPORATION,22.82,"157,288"
SWEDBANK AB (PUBL),22.82,"17,373"
HUATAI SECURITIES,22.81,"10,516"
M&T BANK CORPORATION,22.77,"17,569"
SUN COMMUNITIES,22.76,"5,961"
AMEREN CORPORATION,22.73,"9,116"
KELLOGG COMPANY,22.72,"31,000"
BAKER HUGHES COMPANY,22.72,"54,000"
PPL CORPORATION,22.71,"5,607"
POWER CORPORATION OF CANADA,22.68,"29,900"
FIRSTRAND,22.66,"49,233"
GALAXY ENTERTAINMENT GROUP,22.55,"22,000"
ESSITY AB (PUBL),22.55,"46,000"
ENTERGY CORPORATION,22.54,"12,369"
RAYMOND JAMES FINANCIAL,22.49,"15,000"
ESSEX PROPERTY TRUST,22.41,"1,757"
SHANGHAI INTERNATIONAL PORT (GROUP),22.40,"14,068"
EPIC Games,NAN,"6,825"
"AFFIRM HOLDINGS, INC.",22.37,"1,641"
ICON PUBLIC COMPANY,22.37,"37,960"
AVANTOR,22.31,"13,500"
CHINA RAILWAY GROUP,22.30,"290,000"
KYOCERA CORPORATION,22.29,"78,490"
WELLCARE HEALTH PLANS,16.90,"14,000"
EAST JAPAN RAILWAY COMPANY,22.27,"71,812"
HORIZON THERAPEUTICS PUBLIC COMPANY,22.27,"1,395"
RIYAD BANK,22.20,"6,147"
SIGNATURE BANK,22.17,"1,854"
HEWLETT PACKARD ENTERPRISE COMPANY,22.16,"60,400"
NOMURA RESEARCH INSTITUTE,22.12,"13,430"
AVIVA,22.11,"31,700"
THE CLOROX COMPANY,22.10,"9,000"
SVENSKA HANDELSBANKEN AB (PUBL),22.07,"22,000"
ASSOCIATED BRITISH FOODS,22.07,"128,000"
TECH MAHINDRA,22.06,"125,236"
DIAMONDBACK ENERGY,22.02,870
FORTIS,22.01,"8,961"
CHINA MERCHANTS SECURITIES,22.00,"9,230"
CONTINENTAL AG,21.98,"236,386"
PJSC POLYUS,21.98,"20,000"
SHISEIDO COMPANY,21.97,"39,035"
TELENOR ASA,21.97,"18,000"
SEGRO,21.95,355
FERROVIAL,21.93,"18,515"
NOVOZYMES A/S,21.91,"6,527"
WEG,21.89,"33,342"
